,city,crime,value,latitude,longitude
1337,Beira Baixa,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",319,-19.82870674,34.84178162
1338,Abrantes,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",65,39.46440887,-8.19781876
1339,Alto Minho,Crimes contra as pessoas,1910,41.70000076,-8.83300018
1340,Terras de Bouro,Crimes contra as pessoas,63,41.71920395,-8.31012344
1341,Matosinhos,Crimes contra as pessoas,1316,41.18299866,-8.67976856
1342,Vila Pouca de Aguiar,Crimes contra as pessoas,64,41.50065994,-7.64848852
1343,Fundão,Crimes contra a identidade cultural e integridade pessoal,0,40.13693619,-7.49945498
1344,Sabugal,Crimes contra a identidade cultural e integridade pessoal,0,40.35194016,-7.08937263
1345,Grândola,Crimes contra a identidade cultural e integridade pessoal,0,38.17603683,-8.56818676
1346,Santiago do Cacém,Crimes contra a identidade cultural e integridade pessoal,0,38.01395798,-8.69761276
1347,Alvito,Crimes contra a identidade cultural e integridade pessoal,0,41.68787384,13.7423687
1348,Barrancos,Crimes contra a identidade cultural e integridade pessoal,0,38.13153839,-6.97811031
1349,Ourique,Crimes contra a identidade cultural e integridade pessoal,0,37.65102005,-8.22396183
1350,Almeirim,Crimes contra a identidade cultural e integridade pessoal,0,39.20960999,-8.62861824
1351,Alpiarça,Crimes contra a identidade cultural e integridade pessoal,0,39.25990677,-8.58447266
1352,Azambuja,Crimes contra a identidade cultural e integridade pessoal,0,39.06862259,-8.86911678
1353,Benavente,Crimes contra a identidade cultural e integridade pessoal,0,38.97831345,-8.81881618
1354,Chamusca,Crimes contra a identidade cultural e integridade pessoal,0,39.35948944,-8.4807415
1355,Coruche,Crimes contra a identidade cultural e integridade pessoal,0,38.95809555,-8.52837372
1356,Campo Maior,Crimes contra a identidade cultural e integridade pessoal,0,39.01004028,-7.06819487
1357,Sousel,Crimes contra a identidade cultural e integridade pessoal,0,38.95223618,-7.67602539
1358,Alentejo Central,Crimes contra a identidade cultural e integridade pessoal,0,38.56700134,-7.9000001
1359,Borba,Crimes contra a identidade cultural e integridade pessoal,0,-4.39347792,-59.59477234
1360,São João da Madeira,Condução sem habilitação legal,24,40.90237808,-8.48950291
1361,Vila Nova de Gaia,Condução sem habilitação legal,472,41.13589478,-8.63318062
1362,Lamego,Condução sem habilitação legal,7,41.09872818,-7.81093788
1363,Moimenta da Beira,Condução sem habilitação legal,6,40.9850502,-7.61773777
1364,Tarouca,Condução sem habilitação legal,10,41.01602936,-7.77590609
1365,Arruda dos Vinhos,Condução sem habilitação legal,5,38.98312378,-9.077775
1366,Cadaval,Condução sem habilitação legal,4,39.24331665,-9.10280609
1367,Nazaré,Condução sem habilitação legal,62,39.59679794,-9.07205486
1368,Ílhavo,Condução sem habilitação legal,26,40.60107803,-8.67039108
1369,Vagos,Condução sem habilitação legal,18,40.55526352,-8.68145752
1370,Ansião,Condução sem habilitação legal,0,39.91284943,-8.43531704
1371,Batalha,Condução sem habilitação legal,26,39.65784454,-8.82426262
1372,Marinha Grande,Condução sem habilitação legal,89,39.75058365,-8.93155861
1373,Castelo de Paiva,Crimes contra as pessoas,129,41.04170227,-8.2631073
1374,Celorico de Basto,Crimes contra as pessoas,113,41.3871727,-8.00118923
1375,Lousada,Crimes contra as pessoas,292,41.29999924,-8.23999977
1376,Alijó,Crimes contra as pessoas,90,41.27677917,-7.47465801
1377,Lamego,Crimes contra as pessoas,159,41.09872818,-7.81093788
1378,Lourinhã,Crimes contra as pessoas,250,39.24247742,-9.31228924
1379,Sobral de Monte Agraço,Crimes contra as pessoas,117,39.0183754,-9.15186882
1380,Tâmega e Sousa,Crimes contra o património,3271,41.08200073,-8.29300022
1381,Amarante,Crimes contra o património,356,41.26974869,-8.07833576
1382,Armamar,Crimes contra o património,38,41.1090126,-7.69127417
1383,São João da Pesqueira,Crimes contra o património,84,41.14669418,-7.40741777
1384,Miranda do Douro,Crimes contra o património,68,41.49585342,-6.27385759
1385,Vimioso,Crimes contra o património,56,41.58392715,-6.52773142
1386,Anadia,Crimes contra o património,343,40.44081116,-8.43506527
1387,Sever do Vouga,Crimes contra o património,135,40.73306274,-8.36916351
1388,Coimbra,Crimes contra o património,1745,40.21149063,-8.42920113
1389,Alvaiázere,Crimes contra o património,89,39.82522964,-8.38073826
1390,Vouzela,Crimes contra o património,140,40.72304153,-8.11218834
1391,Oleiros,Crimes contra o património,57,39.91891479,-7.914042
1392,Vila Velha de Ródão,Crimes contra o património,45,39.6511116,-7.67345428
1393,Médio Tejo,Crimes contra o património,3108,39.59999847,-8.41699982
1394,Gouveia,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",23,40.49362564,-7.59372377
1395,Guarda,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",100,40.53713226,-7.2678504
1396,Pinhel,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",30,40.77603912,-7.06289673
1397,Almada,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",191,38.68028641,-9.15848827
1398,Palmela,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",90,38.57831955,-8.89970493
1399,Lajes das Flores,Ofensa à integridade física voluntária simples,0,39.40552902,-31.21777916
1400,Povoação,Ofensa à integridade física voluntária simples,14,37.74722672,-25.24490356
1401,Câmara de Lobos,Ofensa à integridade física voluntária simples,73,32.64857101,-16.97599411
1402,Machico,Ofensa à integridade física voluntária simples,60,32.71583557,-16.76662827
1403,Ponta do Sol,Ofensa à integridade física voluntária simples,21,32.67991638,-17.10394287
1404,Santa Cruz,Ofensa à integridade física voluntária simples,67,36.97414017,-122.02880096
1405,Paredes de Coura,Violência doméstica contra cônjuge ou análogos,13,41.91098404,-8.55958557
1406,Braga,Violência doméstica contra cônjuge ou análogos,359,41.55176163,-8.42290306
1407,Terras de Bouro,Violência doméstica contra cônjuge ou análogos,18,41.71920395,-8.31012344
1408,Ave,Violência doméstica contra cônjuge ou análogos,821,53.51245117,13.01904678
1409,Fafe,Violência doméstica contra cônjuge ou análogos,96,41.44867325,-8.17214012
1410,Vieira do Minho,Violência doméstica contra cônjuge ou análogos,21,41.63505173,-8.14180374
1411,Gondomar,Violência doméstica contra cônjuge ou análogos,323,41.14310074,-8.53793621
1412,Vila Nova de Gaia,Violência doméstica contra cônjuge ou análogos,679,41.13589478,-8.63318062
1413,Lagos,Crimes contra a identidade cultural e integridade pessoal,3,6.45505762,3.39417958
1414,Loulé,Crimes contra a identidade cultural e integridade pessoal,0,37.1375351,-8.02340794
1415,Portimão,Crimes contra a identidade cultural e integridade pessoal,0,37.13763428,-8.53439903
1416,Nordeste,Crimes contra a identidade cultural e integridade pessoal,0,37.83214569,-25.14676476
1417,São Roque do Pico,Crimes contra a identidade cultural e integridade pessoal,0,38.52944183,-28.32193947
1418,Ponta do Sol,Crimes contra a identidade cultural e integridade pessoal,0,32.67991638,-17.10394287
1419,Santana,Crimes contra a identidade cultural e integridade pessoal,0,32.80401611,-16.88144875
1420,Cávado,Crimes contra a vida em sociedade,1286,41.54417038,-8.42193985
1421,Braga,Crimes contra a vida em sociedade,551,41.55176163,-8.42290306
1422,Vila Verde,Crimes contra a vida em sociedade,259,41.65150452,-8.43593693
1423,Cabeceiras de Basto,Crimes contra a vida em sociedade,93,41.53300095,-8.0170002
1424,Fafe,Crimes contra a vida em sociedade,272,41.44867325,-8.17214012
1425,Gondomar,Crimes contra a vida em sociedade,314,41.14310074,-8.53793621
1426,Porto,Crimes contra a vida em sociedade,885,41.15015411,-8.61031818
1427,São João da Madeira,Crimes contra a vida em sociedade,65,40.90237808,-8.48950291
1428,Trofa,Crimes contra a vida em sociedade,138,41.34218979,-8.55755615
1429,Moura,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",30,-24.57313538,149.97496033
1430,Oliveira do Bairro,Crimes contra o património,372,40.51544571,-8.49402428
1431,Cantanhede,Crimes contra o património,585,40.34669113,-8.59237289
1432,Miranda do Corvo,Crimes contra o património,57,40.09411621,-8.33354855
1433,Viseu Dão Lafões,Crimes contra o património,2942,40.65528107,-7.91416979
1434,Mangualde,Crimes contra o património,231,40.60571289,-7.76595068
1435,Penalva do Castelo,Crimes contra o património,50,40.67428207,-7.69987535
1436,São Pedro do Sul,Crimes contra o património,159,-29.61527252,-54.17903137
1437,Beira Baixa,Crimes contra o património,1340,-19.82870674,34.84178162
1438,Celorico da Beira,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",26,40.63592148,-7.39322329
1439,Covilhã,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",103,40.28264999,-7.50326014
1440,Fundão,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",87,40.13693619,-7.49945498
1441,Alcochete,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",35,38.75603104,-8.96103191
1442,Alcácer do Sal,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",28,38.37112427,-8.51945114
1443,Aljustrel,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",19,37.87678146,-8.16631699
1444,Almodôvar,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",6,37.51149368,-8.05998516
1445,Lagoa,Ofensa à integridade física voluntária simples,84,37.13472748,-8.45262527
1446,Olhão,Ofensa à integridade física voluntária simples,127,37.02654266,-7.84044933
1447,Angra do Heroísmo,Ofensa à integridade física voluntária simples,85,38.65679169,-27.21932602
1448,Velas,Ofensa à integridade física voluntária simples,23,38.68994522,-28.21458244
1449,Ponte de Lima,Violência doméstica contra cônjuge ou análogos,93,41.76702118,-8.58327866
1450,Póvoa de Lanhoso,Violência doméstica contra cônjuge ou análogos,63,41.57730865,-8.27676392
1451,Póvoa de Varzim,Violência doméstica contra cônjuge ou análogos,136,41.38214874,-8.75776005
1452,Redondo,Crimes contra a identidade cultural e integridade pessoal,0,33.84498215,-118.38724518
1453,Vendas Novas,Crimes contra a identidade cultural e integridade pessoal,0,38.67736816,-8.45521164
1454,Vila Viçosa,Crimes contra a identidade cultural e integridade pessoal,0,38.77740479,-7.41668749
1455,Algarve,Crimes contra a identidade cultural e integridade pessoal,19,37.01443863,-7.93527985
1456,Castro Marim,Crimes contra a identidade cultural e integridade pessoal,0,37.21752167,-7.44548178
1457,Faro,Crimes contra a identidade cultural e integridade pessoal,8,37.01535797,-7.93511295
1458,Tavira,Crimes contra a identidade cultural e integridade pessoal,0,37.12581253,-7.64984083
1459,Povoação,Crimes contra a identidade cultural e integridade pessoal,0,37.74722672,-25.24490356
1460,Ribeira Grande,Crimes contra a identidade cultural e integridade pessoal,0,37.82172775,-25.52386856
1461,Vila Franca do Campo,Crimes contra a identidade cultural e integridade pessoal,0,37.71453094,-25.43340302
1462,Machico,Crimes contra a identidade cultural e integridade pessoal,0,32.71583557,-16.76662827
1463,Amares,Crimes contra a vida em sociedade,81,41.63127136,-8.34902859
1464,Esposende,Crimes contra a vida em sociedade,89,41.53287125,-8.78101349
1465,Paredes,Crimes contra a vida em sociedade,411,41.2071228,-8.33371735
1466,Vale de Cambra,Crimes contra a vida em sociedade,122,40.84428787,-8.39868259
1467,Valongo,Crimes contra a vida em sociedade,183,41.1872673,-8.50218582
1468,Boticas,Crimes contra a vida em sociedade,62,41.68874359,-7.66512012
1469,Chaves,Crimes contra a vida em sociedade,255,41.74139786,-7.47196817
1470,Beja,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",101,38.01504517,-7.86243963
1471,Santarém,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",77,39.23618317,-8.68707466
1472,Crato,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",6,-7.2369113,-39.41492462
1473,Elvas,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",68,38.88109589,-7.16383362
1474,Redondo,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",22,33.84498215,-118.38724518
1475,Reguengos de Monsaraz,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",26,38.4234581,-7.53357363
1476,Algarve,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",1336,37.01443863,-7.93527985
1477,Coimbra,Crimes contra as pessoas,1026,40.21149063,-8.42920113
1478,Miranda do Corvo,Crimes contra as pessoas,66,40.09411621,-8.33354855
1479,Mortágua,Crimes contra as pessoas,56,40.39504242,-8.23202133
1480,Batalha,Crimes contra as pessoas,133,39.65784454,-8.82426262
1481,Oliveira de Frades,Crimes contra as pessoas,77,40.73141479,-8.17673016
1482,Vouzela,Crimes contra as pessoas,76,40.72304153,-8.11218834
1483,Oleiros,Crimes contra as pessoas,22,39.91891479,-7.914042
1484,Mação,Crimes contra as pessoas,56,22.13883591,113.57136536
1485,Manteigas,Crimes contra as pessoas,27,40.4005394,-7.53964806
1486,Montijo,Crimes contra as pessoas,556,38.70584869,-8.97461796
1487,Constância,Crimes contra o património,54,39.47660828,-8.33863926
1488,Entroncamento,Crimes contra o património,308,39.46474838,-8.46900463
1489,Sertã,Crimes contra o património,210,39.80461121,-8.09905434
1490,Tomar,Crimes contra o património,537,39.60367584,-8.4128294
1491,Vila de Rei,Crimes contra o património,44,39.6753006,-8.14678764
1492,Celorico da Beira,Crimes contra o património,77,40.63592148,-7.39322329
1493,Fornos de Algodres,Crimes contra o património,35,40.62249756,-7.53865337
1494,Guarda,Crimes contra o património,446,40.53713226,-7.2678504
1495,Torres Novas,Condução sem habilitação legal,55,39.47777939,-8.5408926
1496,Vila de Rei,Condução sem habilitação legal,0,39.6753006,-8.14678764
1497,Beiras e Serra da Estrela,Condução sem habilitação legal,0,40.14260101,-7.83807898
1498,Covilhã,Condução sem habilitação legal,42,40.28264999,-7.50326014
1499,Fornos de Algodres,Condução sem habilitação legal,4,40.62249756,-7.53865337
1500,Sabugal,Condução sem habilitação legal,6,40.35194016,-7.08937263
1501,Odivelas,Condução sem habilitação legal,125,38.79262161,-9.18276501
1502,Santiago do Cacém,Condução sem habilitação legal,44,38.01395798,-8.69761276
1503,Almodôvar,Condução sem habilitação legal,4,37.51149368,-8.05998516
1504,Castro Verde,Condução sem habilitação legal,10,37.69762421,-8.08186054
1505,Serpa,Condução sem habilitação legal,15,37.94080353,-7.59302473
1506,Vidigueira,Condução sem habilitação legal,6,38.20972061,-7.80120277
1507,Alpiarça,Condução sem habilitação legal,25,39.25990677,-8.58447266
1508,Cartaxo,Condução sem habilitação legal,21,39.16181564,-8.78637505
1509,Monforte,Condução sem habilitação legal,16,39.05305099,-7.43885565
1510,Alentejo Central,Condução sem habilitação legal,197,38.56700134,-7.9000001
1511,Almada,Crimes contra o património,3967,38.68028641,-9.15848827
1512,Barreiro,Crimes contra o património,1507,38.66132736,-9.0758543
1513,Lisboa,Crimes contra o património,18631,38.70700836,-9.1356411
1514,Mafra,Crimes contra o património,1305,38.96432114,-9.32824993
1515,Vila Franca de Xira,Crimes contra o património,1602,38.95428085,-8.98968601
1516,Alentejo,Crimes contra o património,11325,38.40891647,-7.82064199
1517,Baixo Alentejo,Crimes contra o património,1704,38.01699829,-7.8670001
1518,Alvito,Crimes contra o património,42,41.68787384,13.7423687
1519,Barrancos,Crimes contra o património,32,38.13153839,-6.97811031
1520,Beja,Crimes contra o património,543,38.01504517,-7.86243963
1521,Alpiarça,Crimes contra o património,102,39.25990677,-8.58447266
1522,Salvaterra de Magos,Crimes contra o património,352,39.02520752,-8.79338455
1523,Santarém,Crimes contra o património,983,39.23618317,-8.68707466
1524,Avis,Crimes contra o património,133,41.18490982,-77.31479645
