,city,crime,value,latitude,longitude
3534,Pombal,Crimes contra a identidade cultural e integridade pessoal,0,39.91378021,-8.627491
3535,Matosinhos,Crimes contra a identidade cultural e integridade pessoal,4,41.18299866,-8.67976856
3536,Póvoa de Varzim,Crimes contra a identidade cultural e integridade pessoal,0,41.38214874,-8.75776005
3537,Santo Tirso,Crimes contra a identidade cultural e integridade pessoal,0,41.34266663,-8.47746563
3538,Montalegre,Crimes contra a identidade cultural e integridade pessoal,0,41.82392502,-7.79005909
3539,Celorico de Basto,Crimes contra a identidade cultural e integridade pessoal,0,41.3871727,-8.00118923
3540,Marco de Canaveses,Crimes contra a identidade cultural e integridade pessoal,0,41.18144989,-8.1493454
3541,Resende,Crimes contra a identidade cultural e integridade pessoal,0,-22.46836281,-44.4463501
3542,Alijó,Crimes contra a identidade cultural e integridade pessoal,0,41.27677917,-7.47465801
3543,Armamar,Crimes contra a identidade cultural e integridade pessoal,0,41.1090126,-7.69127417
3544,Mesão Frio,Crimes contra a identidade cultural e integridade pessoal,0,41.16083908,-7.8876462
3545,Penedono,Crimes contra a identidade cultural e integridade pessoal,0,40.98884964,-7.39228821
3546,Tabuaço,Crimes contra a identidade cultural e integridade pessoal,0,41.11767197,-7.56604195
3547,Arruda dos Vinhos,Crimes contra a identidade cultural e integridade pessoal,0,38.98312378,-9.077775
3548,Marvão,Crimes previstos em legislação avulsa,4,39.39356995,-7.37364578
3549,Alandroal,Crimes previstos em legislação avulsa,5,38.70227432,-7.40383816
3550,Estremoz,Crimes previstos em legislação avulsa,26,38.84550858,-7.591681
3551,Montemor-o-Novo,Crimes previstos em legislação avulsa,30,38.6449585,-8.21542454
3552,Portel,Crimes previstos em legislação avulsa,15,38.30856705,-7.70511532
3553,Redondo,Crimes previstos em legislação avulsa,0,33.84498215,-118.38724518
3554,Viana do Alentejo,Crimes previstos em legislação avulsa,25,38.33202362,-8.00203514
3555,Mesão Frio,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",0,41.16083908,-7.8876462
3556,Mora,Violência doméstica contra cônjuge ou análogos,18,45.8757782,-93.29205322
3557,Portel,Violência doméstica contra cônjuge ou análogos,14,38.30856705,-7.70511532
3558,Reguengos de Monsaraz,Violência doméstica contra cônjuge ou análogos,27,38.4234581,-7.53357363
3559,Aljezur,Violência doméstica contra cônjuge ou análogos,23,37.31469727,-8.80453587
3560,Corvo,Violência doméstica contra cônjuge ou análogos,0,39.69984818,-31.10597992
3561,Santa Cruz da Graciosa,Violência doméstica contra cônjuge ou análogos,12,39.08495331,-28.00520515
3562,Calheta,Violência doméstica contra cônjuge ou análogos,7,32.72077179,-17.17760849
3563,Paredes de Coura,Crimes contra o património,87,41.91098404,-8.55958557
3564,Valença,Crimes contra o património,285,42.02396011,-8.63328552
3565,Amares,Crimes contra o património,175,41.63127136,-8.34902859
3566,Cávado,Condução sem habilitação legal,222,41.54417038,-8.42193985
3567,Barcelos,Condução sem habilitação legal,61,41.53153992,-8.61895847
3568,Póvoa de Lanhoso,Condução sem habilitação legal,12,41.57730865,-8.27676392
3569,Vila Nova de Famalicão,Condução sem habilitação legal,86,41.41238785,-8.52063656
3570,Gondomar,Condução sem habilitação legal,117,41.14310074,-8.53793621
3571,Nelas,Ofensa à integridade física voluntária simples,32,40.53001022,-7.85526466
3572,São Pedro do Sul,Ofensa à integridade física voluntária simples,23,-29.61527252,-54.17903137
3573,Alcanena,Ofensa à integridade física voluntária simples,18,39.45978165,-8.66714859
3574,Vila Nova da Barquinha,Ofensa à integridade física voluntária simples,6,39.45941162,-8.43315887
3575,Belmonte,Ofensa à integridade física voluntária simples,10,40.35845184,-7.35138988
3576,Fornos de Algodres,Ofensa à integridade física voluntária simples,0,40.62249756,-7.53865337
3577,Gouveia,Ofensa à integridade física voluntária simples,24,40.49362564,-7.59372377
3578,Alcochete,Ofensa à integridade física voluntária simples,38,38.75603104,-8.96103191
3579,Loures,Ofensa à integridade física voluntária simples,374,38.83023834,-9.16708851
3580,Palmela,Ofensa à integridade física voluntária simples,128,38.57831955,-8.89970493
3581,Almeirim,Ofensa à integridade física voluntária simples,43,39.20960999,-8.62861824
3582,Rio Maior,Ofensa à integridade física voluntária simples,52,39.33692932,-8.9362669
3583,Elvas,Ofensa à integridade física voluntária simples,68,38.88109589,-7.16383362
3584,Alandroal,Ofensa à integridade física voluntária simples,9,38.70227432,-7.40383816
3585,Sardoal,Crimes contra a identidade cultural e integridade pessoal,0,39.53337479,-8.16019726
3586,Beiras e Serra da Estrela,Crimes contra a identidade cultural e integridade pessoal,4,40.14260101,-7.83807898
3587,Valongo,Crimes contra o património,937,41.1872673,-8.50218582
3588,Sabrosa,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",4,41.26544189,-7.5783906
3589,Vila Real,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",118,41.29589844,-7.74635267
3590,Terras de Trás-os-Montes,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",232,41.48300171,-7.21700001
3591,Vila Flor,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",11,41.306633,-7.1523037
3592,Óbidos,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",75,39.36206818,-9.15713787
3593,Murtosa,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",21,40.74849701,-8.65173244
3594,Sever do Vouga,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",21,40.73306274,-8.36916351
3595,Arganil,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",39,40.21946335,-8.05384541
3596,Mortágua,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",24,40.39504242,-8.23202133
3597,Penacova,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",22,40.27059174,-8.28151989
3598,Vila Nova de Poiares,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",10,40.21177673,-8.25871754
3599,Alvaiázere,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",16,39.82522964,-8.38073826
3600,Porto de Mós,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",43,39.60249329,-8.81852245
3601,Alcanena,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",19,39.45978165,-8.66714859
3602,Sertã,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",19,39.80461121,-8.09905434
3603,Almeida,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",17,40.72629166,-6.90694761
3604,Caminha,Crimes contra as pessoas,206,41.87393188,-8.84054947
3605,Ponte da Barca,Crimes contra as pessoas,119,41.80789185,-8.41952419
3606,Braga,Crimes contra as pessoas,1226,41.55176163,-8.42290306
3607,Montalegre,Crimes contra as pessoas,89,41.82392502,-7.79005909
3608,Valpaços,Crimes contra as pessoas,123,41.60748291,-7.31007481
3609,Guarda,Crimes contra a identidade cultural e integridade pessoal,0,40.53713226,-7.2678504
3610,Pinhel,Crimes contra a identidade cultural e integridade pessoal,0,40.77603912,-7.06289673
3611,Trancoso,Crimes contra a identidade cultural e integridade pessoal,0,-16.59259796,-39.10305023
3612,Barreiro,Crimes contra a identidade cultural e integridade pessoal,0,38.66132736,-9.0758543
3613,Moita,Crimes contra a identidade cultural e integridade pessoal,4,38.6547966,-8.99393368
3614,Oeiras,Crimes contra a identidade cultural e integridade pessoal,12,38.69740677,-9.30830956
3615,Vila Franca de Xira,Crimes contra a identidade cultural e integridade pessoal,9,38.95428085,-8.98968601
3616,Sines,Crimes contra a identidade cultural e integridade pessoal,0,37.95466614,-8.86452293
3617,Aljustrel,Crimes contra a identidade cultural e integridade pessoal,0,37.87678146,-8.16631699
3618,Cuba,Crimes contra a identidade cultural e integridade pessoal,0,23.013134,-80.83287811
3619,Serpa,Crimes contra a identidade cultural e integridade pessoal,0,37.94080353,-7.59302473
3620,Salvaterra de Magos,Crimes contra a identidade cultural e integridade pessoal,0,39.02520752,-8.79338455
3621,Avis,Crimes contra a identidade cultural e integridade pessoal,0,41.18490982,-77.31479645
3622,Ponte de Sor,Crimes contra a identidade cultural e integridade pessoal,0,39.2478447,-8.00963879
3623,Portalegre,Crimes contra a identidade cultural e integridade pessoal,0,39.29139709,-7.43234539
3624,Póvoa de Varzim,Condução sem habilitação legal,7,41.38214874,-8.75776005
3625,Alto Tâmega,Condução sem habilitação legal,65,41.08200073,-8.29300022
3626,Valpaços,Condução sem habilitação legal,15,41.60748291,-7.31007481
3627,Tâmega e Sousa,Condução sem habilitação legal,406,41.08200073,-8.29300022
3628,Paços de Ferreira,Condução sem habilitação legal,66,41.27861404,-8.37860489
3629,Torre de Moncorvo,Condução sem habilitação legal,6,41.17551804,-7.05238962
3630,Vila Nova de Foz Côa,Condução sem habilitação legal,8,41.0828476,-7.13512659
3631,Vila Flor,Condução sem habilitação legal,7,41.306633,-7.1523037
3632,Sever do Vouga,Condução sem habilitação legal,10,40.73306274,-8.36916351
3633,Figueira da Foz,Condução sem habilitação legal,55,40.15078354,-8.85121346
3634,Mira,Condução sem habilitação legal,3,40.42790222,-8.73530579
3635,Montemor-o-Velho,Condução sem habilitação legal,31,40.17253876,-8.68464661
3636,Penela,Condução sem habilitação legal,3,40.03120041,-8.39340115
3637,Castro Daire,Condução sem habilitação legal,12,40.89662933,-7.93545294
3638,Estremoz,Ofensa à integridade física voluntária simples,22,38.84550858,-7.591681
3639,Mora,Ofensa à integridade física voluntária simples,25,45.8757782,-93.29205322
3640,Algarve,Ofensa à integridade física voluntária simples,1668,37.01443863,-7.93527985
3641,Marco de Canaveses,Crimes contra as pessoas,353,41.18144989,-8.1493454
3642,Douro,Crimes contra as pessoas,1469,42.01055908,-2.88028002
3643,Armamar,Crimes contra as pessoas,28,41.1090126,-7.69127417
3644,Penedono,Crimes contra as pessoas,20,40.98884964,-7.39228821
3645,Mogadouro,Crimes contra as pessoas,44,41.33906174,-6.7199688
3646,Castelo de Paiva,Crimes contra o património,90,41.04170227,-8.2631073
3647,Felgueiras,Crimes contra o património,490,41.36618805,-8.19936275
3648,Paços de Ferreira,Crimes contra o património,514,41.27861404,-8.37860489
3649,Penafiel,Crimes contra o património,569,41.20699692,-8.28565121
3650,Douro,Crimes contra o património,1582,42.01055908,-2.88028002
3651,Penedono,Crimes contra o património,20,40.98884964,-7.39228821
3652,Tabuaço,Crimes contra o património,46,41.11767197,-7.56604195
3653,Vinhais,Crimes contra o património,48,41.83559036,-7.00143051
3654,Caldas da Rainha,Crimes contra o património,624,39.40735626,-9.13641644
3655,Nazaré,Crimes contra o património,261,39.59679794,-9.07205486
3656,Óbidos,Crimes contra o património,159,39.36206818,-9.15713787
3657,Olhão,Crimes contra animais de companhia,7,37.02654266,-7.84044933
3658,Silves,Crimes contra animais de companhia,9,37.18990326,-8.43859005
3659,Calheta,Crimes contra animais de companhia,0,32.72077179,-17.17760849
3660,Batalha,Crimes contra a integridade física,90,39.65784454,-8.82426262
3661,Leiria,Crimes contra a integridade física,557,39.74429703,-8.80724239
3662,Porto de Mós,Crimes contra a integridade física,102,39.60249329,-8.81852245
3663,Carregal do Sal,Crimes contra a integridade física,63,40.43366623,-8.00341034
3664,Mação,Crimes contra a integridade física,38,22.13883591,113.57136536
3665,Vila de Rei,Crimes contra a integridade física,15,39.6753006,-8.14678764
3666,Fornos de Algodres,Crimes contra a integridade física,17,40.62249756,-7.53865337
3667,Guarda,Crimes contra a integridade física,176,40.53713226,-7.2678504
3668,Mêda,Crimes contra a integridade física,14,45.65996552,9.15445805
3669,Sabugal,Crimes contra a integridade física,40,40.35194016,-7.08937263
3670,Seia,Crimes contra a integridade física,151,40.42037964,-7.70321274
3671,Trancoso,Crimes contra a integridade física,53,-16.59259796,-39.10305023
3672,Odivelas,Crimes contra a integridade física,649,38.79262161,-9.18276501
3673,Palmela,Crimes contra a integridade física,359,38.57831955,-8.89970493
3674,Alentejo,Crimes contra a integridade física,4215,38.40891647,-7.82064199
3675,Grândola,Crimes contra a integridade física,95,38.17603683,-8.56818676
3676,Santiago do Cacém,Crimes contra a integridade física,160,38.01395798,-8.69761276
3677,Baixo Alentejo,Crimes contra a integridade física,744,38.01699829,-7.8670001
3678,Barrancos,Crimes contra a integridade física,18,38.13153839,-6.97811031
3679,Moura,Crimes contra a integridade física,92,-24.57313538,149.97496033
3680,Almeirim,Crimes contra a integridade física,107,39.20960999,-8.62861824
3681,Azambuja,Crimes contra a integridade física,117,39.06862259,-8.86911678
3682,Coruche,Crimes contra a integridade física,95,38.95809555,-8.52837372
3683,Idanha-a-Nova,Furto de veículo e em veículo motorizado,9,39.91974258,-7.23673964
3684,Vila Velha de Ródão,Furto de veículo e em veículo motorizado,0,39.6511116,-7.67345428
3685,Cascais,Furto de veículo e em veículo motorizado,755,38.69727707,-9.42175674
3686,Loures,Furto de veículo e em veículo motorizado,476,38.83023834,-9.16708851
3687,Mafra,Furto de veículo e em veículo motorizado,212,38.96432114,-9.32824993
3688,Setúbal,Furto de veículo e em veículo motorizado,482,38.52458572,-8.89315319
3689,Vila Franca de Xira,Furto de veículo e em veículo motorizado,245,38.95428085,-8.98968601
3690,Baixo Alentejo,Furto de veículo e em veículo motorizado,170,38.01699829,-7.8670001
3691,Almodôvar,Furto de veículo e em veículo motorizado,0,37.51149368,-8.05998516
3692,Cuba,Furto de veículo e em veículo motorizado,4,23.013134,-80.83287811
3693,Moura,Furto de veículo e em veículo motorizado,13,-24.57313538,149.97496033
3694,Vidigueira,Furto de veículo e em veículo motorizado,11,38.20972061,-7.80120277
3695,Salvaterra de Magos,Furto de veículo e em veículo motorizado,40,39.02520752,-8.79338455
3696,Alter do Chão,Furto de veículo e em veículo motorizado,0,39.20027542,-7.65912724
3697,Guimarães,Crimes previstos em legislação avulsa,169,41.44195557,-8.29560661
3698,Espinho,Crimes previstos em legislação avulsa,52,41.0067215,-8.64432716
3699,Alto Tâmega,Crimes previstos em legislação avulsa,100,41.08200073,-8.29300022
3700,Boticas,Crimes previstos em legislação avulsa,0,41.68874359,-7.66512012
3701,Montalegre,Crimes previstos em legislação avulsa,0,41.82392502,-7.79005909
3702,Valpaços,Crimes previstos em legislação avulsa,20,41.60748291,-7.31007481
3703,Vila Pouca de Aguiar,Crimes previstos em legislação avulsa,14,41.50065994,-7.64848852
3704,Cinfães,Crimes previstos em legislação avulsa,47,41.07167053,-8.08952236
3705,Carrazeda de Ansiães,Crimes previstos em legislação avulsa,3,41.24220276,-7.30619526
3706,Penedono,Crimes previstos em legislação avulsa,0,40.98884964,-7.39228821
3707,São João da Pesqueira,Crimes previstos em legislação avulsa,9,41.14669418,-7.40741777
3708,Miranda do Douro,Crimes previstos em legislação avulsa,8,41.49585342,-6.27385759
3709,Bombarral,Crimes previstos em legislação avulsa,25,39.26689911,-9.15787125
3710,Ílhavo,Crimes previstos em legislação avulsa,46,40.60107803,-8.67039108
3711,Oliveira do Bairro,Crimes previstos em legislação avulsa,81,40.51544571,-8.49402428
3712,Ovar,Crimes previstos em legislação avulsa,91,40.85969925,-8.62541866
3713,Sever do Vouga,Crimes previstos em legislação avulsa,0,40.73306274,-8.36916351
3714,Arganil,Crimes previstos em legislação avulsa,15,40.21946335,-8.05384541
3715,Sabrosa,Violência doméstica contra cônjuge ou análogos,11,41.26544189,-7.5783906
3716,Santa Marta de Penaguião,Violência doméstica contra cônjuge ou análogos,16,41.20980072,-7.78413773
3717,Alenquer,Violência doméstica contra cônjuge ou análogos,103,39.05612564,-9.0062027
3718,Arruda dos Vinhos,Violência doméstica contra cônjuge ou análogos,29,38.98312378,-9.077775
3719,Anadia,Violência doméstica contra cônjuge ou análogos,63,40.44081116,-8.43506527
3720,Pampilhosa da Serra,Violência doméstica contra cônjuge ou análogos,13,40.04605865,-7.95147228
3721,Vila Nova de Poiares,Violência doméstica contra cônjuge ou análogos,10,40.21177673,-8.25871754
3722,Arraiolos,Condução sem habilitação legal,4,38.72258759,-7.98530722
3723,Évora,Condução sem habilitação legal,59,38.57098389,-7.90960217
3724,Montemor-o-Novo,Condução sem habilitação legal,19,38.6449585,-8.21542454
3725,Mora,Condução sem habilitação legal,0,45.8757782,-93.29205322
3726,Vila Viçosa,Condução sem habilitação legal,13,38.77740479,-7.41668749
3727,Lagos,Condução sem habilitação legal,54,6.45505762,3.39417958
3728,Loulé,Condução sem habilitação legal,149,37.1375351,-8.02340794
3729,Monchique,Condução sem habilitação legal,0,37.31802368,-8.55601692
3730,Silves,Condução sem habilitação legal,34,37.18990326,-8.43859005
3731,Lajes do Pico,Condução sem habilitação legal,0,38.39445496,-28.2521553
3732,Povoação,Condução sem habilitação legal,0,37.74722672,-25.24490356
3733,Ribeira Grande,Condução sem habilitação legal,68,37.82172775,-25.52386856
3734,Vila do Porto,Condução sem habilitação legal,3,36.97193909,-25.09832954
3735,Vila Franca do Campo,Condução sem habilitação legal,9,37.71453094,-25.43340302
3736,Ribeira Brava,Condução sem habilitação legal,6,32.68299866,-17.04999924
3737,Monchique,Crimes contra animais de companhia,0,37.31802368,-8.55601692
3738,Vila do Bispo,Crimes contra animais de companhia,0,37.08306885,-8.90878487
3739,Corvo,Crimes contra animais de companhia,0,39.69984818,-31.10597992
3740,Nordeste,Crimes contra animais de companhia,0,37.83214569,-25.14676476
3741,Ribeira Grande,Crimes contra animais de companhia,5,37.82172775,-25.52386856
3742,Porto Santo,Crimes contra animais de companhia,4,33.06044006,-16.33327866
3743,Viana do Castelo,Crimes previstos em legislação avulsa,149,41.69456863,-8.830163
3744,Pombal,Crimes contra a integridade física,174,39.91378021,-8.627491
3745,Castro Daire,Crimes contra a integridade física,46,40.89662933,-7.93545294
3746,São Pedro do Sul,Crimes contra a integridade física,70,-29.61527252,-54.17903137
3747,Vila Velha de Ródão,Crimes contra a integridade física,23,39.6511116,-7.67345428
3748,Tomar,Crimes contra a integridade física,205,39.60367584,-8.4128294
3749,Beiras e Serra da Estrela,Crimes contra a integridade física,1272,40.14260101,-7.83807898
3750,Covilhã,Crimes contra a integridade física,365,40.28264999,-7.50326014
3751,Barreiro,Crimes contra a integridade física,577,38.66132736,-9.0758543
3752,Cascais,Crimes contra a integridade física,1044,38.69727707,-9.42175674
3753,Almodôvar,Crimes contra a integridade física,32,37.51149368,-8.05998516
3754,Mértola,Crimes contra a integridade física,15,37.63889694,-7.66215849
3755,Serpa,Crimes contra a integridade física,61,37.94080353,-7.59302473
3756,Lezíria do Tejo,Crimes contra a integridade física,1280,39.22999954,-8.68000031
3757,Cartaxo,Crimes contra a integridade física,115,39.16181564,-8.78637505
3758,Alter do Chão,Crimes contra a integridade física,17,39.20027542,-7.65912724
3759,Aguiar da Beira,Furto de veículo e em veículo motorizado,5,40.81547165,-7.54527664
3760,Tondela,Furto de veículo e em veículo motorizado,31,40.51641083,-8.08080387
3761,Viseu,Furto de veículo e em veículo motorizado,139,40.65754318,-7.91427946
3762,Oleiros,Furto de veículo e em veículo motorizado,0,39.91891479,-7.914042
3763,Proença-a-Nova,Furto de veículo e em veículo motorizado,6,39.74979401,-7.92522621
3764,Beiras e Serra da Estrela,Furto de veículo e em veículo motorizado,0,40.14260101,-7.83807898
3765,Almeida,Furto de veículo e em veículo motorizado,7,40.72629166,-6.90694761
3766,Celorico da Beira,Furto de veículo e em veículo motorizado,9,40.63592148,-7.39322329
3767,Seia,Furto de veículo e em veículo motorizado,26,40.42037964,-7.70321274
3768,Palmela,Furto de veículo e em veículo motorizado,192,38.57831955,-8.89970493
3769,Seixal,Furto de veículo e em veículo motorizado,355,38.64285278,-9.10640049
3770,Grândola,Furto de veículo e em veículo motorizado,37,38.17603683,-8.56818676
3771,Mértola,Furto de veículo e em veículo motorizado,5,37.63889694,-7.66215849
3772,Serpa,Furto de veículo e em veículo motorizado,16,37.94080353,-7.59302473
3773,Alpiarça,Furto de veículo e em veículo motorizado,13,39.25990677,-8.58447266
3774,Coruche,Furto de veículo e em veículo motorizado,26,38.95809555,-8.52837372
3775,Golegã,Furto de veículo e em veículo motorizado,17,39.4026947,-8.48907566
3776,Arronches,Furto de veículo e em veículo motorizado,0,39.12173462,-7.28415585
3777,Braga,Crimes previstos em legislação avulsa,244,41.55176163,-8.42290306
3778,Cabeceiras de Basto,Crimes previstos em legislação avulsa,7,41.53300095,-8.0170002
3779,Póvoa de Lanhoso,Crimes previstos em legislação avulsa,26,41.57730865,-8.27676392
3780,São João da Madeira,Crimes previstos em legislação avulsa,38,40.90237808,-8.48950291
3781,Vila do Conde,Crimes previstos em legislação avulsa,249,41.35379791,-8.74287224
3782,Ribeira de Pena,Crimes previstos em legislação avulsa,3,41.51984787,-7.79359674
3783,Sernancelhe,Crimes previstos em legislação avulsa,7,40.90022278,-7.49428558
3784,Torre de Moncorvo,Crimes previstos em legislação avulsa,13,41.17551804,-7.05238962
3785,Macedo de Cavaleiros,Crimes previstos em legislação avulsa,7,41.5362587,-6.95621681
3786,Alenquer,Crimes previstos em legislação avulsa,133,39.05612564,-9.0062027
3787,Caldas da Rainha,Crimes previstos em legislação avulsa,134,39.40735626,-9.13641644
3788,Cávado,Crimes previstos em legislação avulsa,483,41.54417038,-8.42193985
3789,Vagos,Crimes previstos em legislação avulsa,22,40.55526352,-8.68145752
3790,Figueira da Foz,Crimes previstos em legislação avulsa,86,40.15078354,-8.85121346
3791,Sousel,Crimes contra a integridade física,33,38.95223618,-7.67602539
3792,Douro,Violência doméstica contra cônjuge ou análogos,453,42.01055908,-2.88028002
3793,Peso da Régua,Violência doméstica contra cônjuge ou análogos,35,41.16551971,-7.78618431
3794,São João da Pesqueira,Violência doméstica contra cônjuge ou análogos,11,41.14669418,-7.40741777
3795,Mirandela,Violência doméstica contra cônjuge ou análogos,50,41.49011612,-7.1775918
3796,Oeste,Violência doméstica contra cônjuge ou análogos,765,39.40000153,-9.13300037
3797,Ovar,Violência doméstica contra cônjuge ou análogos,155,40.85969925,-8.62541866
3798,Sever do Vouga,Violência doméstica contra cônjuge ou análogos,24,40.73306274,-8.36916351
3799,Mira,Violência doméstica contra cônjuge ou análogos,33,40.42790222,-8.73530579
3800,Miranda do Corvo,Violência doméstica contra cônjuge ou análogos,16,40.09411621,-8.33354855
3801,Oliveira do Hospital,Violência doméstica contra cônjuge ou análogos,47,40.35971451,-7.86166334
3802,Penacova,Violência doméstica contra cônjuge ou análogos,14,40.27059174,-8.28151989
3803,Tábua,Violência doméstica contra cônjuge ou análogos,26,40.35964203,-8.02936935
3804,Ansião,Violência doméstica contra cônjuge ou análogos,16,39.91284943,-8.43531704
3805,Viseu Dão Lafões,Violência doméstica contra cônjuge ou análogos,627,40.65528107,-7.91416979
3806,Nelas,Violência doméstica contra cônjuge ou análogos,39,40.53001022,-7.85526466
3807,Vendas Novas,Condução sem habilitação legal,15,38.67736816,-8.45521164
3808,Calheta,Condução sem habilitação legal,3,32.72077179,-17.17760849
3809,Calheta,Condução sem habilitação legal,6,32.72077179,-17.17760849
3810,Santana,Condução sem habilitação legal,0,32.80401611,-16.88144875
3811,Sertã,Crimes contra a vida em sociedade,54,39.80461121,-8.09905434
3812,Vila Nova da Barquinha,Crimes contra a vida em sociedade,35,39.45941162,-8.43315887
3813,Beiras e Serra da Estrela,Crimes contra a vida em sociedade,1187,40.14260101,-7.83807898
3814,Covilhã,Crimes contra a vida em sociedade,218,40.28264999,-7.50326014
3815,Sabugal,Crimes contra a vida em sociedade,52,40.35194016,-7.08937263
3816,Montijo,Crimes contra a vida em sociedade,271,38.70584869,-8.97461796
3817,Portel,Crimes contra a integridade física,24,38.30856705,-7.70511532
3818,Aljezur,Crimes contra a integridade física,52,37.31469727,-8.80453587
3819,Corvo,Crimes contra a integridade física,0,39.69984818,-31.10597992
3820,Nordeste,Crimes contra a integridade física,26,37.83214569,-25.14676476
3821,Povoação,Crimes contra a integridade física,40,37.74722672,-25.24490356
3822,Ribeira Grande,Crimes contra a integridade física,407,37.82172775,-25.52386856
3823,Ribeira Brava,Crimes contra a integridade física,92,32.68299866,-17.04999924
3824,Viana do Castelo,Ofensa à integridade física voluntária simples,180,41.69456863,-8.830163
3825,Amares,Ofensa à integridade física voluntária simples,24,41.63127136,-8.34902859
3826,Vizela,Ofensa à integridade física voluntária simples,39,41.37521744,-8.30317307
3827,Arouca,Ofensa à integridade física voluntária simples,41,40.92892456,-8.24363995
3828,Espinho,Ofensa à integridade física voluntária simples,73,41.0067215,-8.64432716
3829,Oliveira de Azeméis,Ofensa à integridade física voluntária simples,87,40.83998489,-8.47630596
3830,Póvoa de Varzim,Ofensa à integridade física voluntária simples,117,41.38214874,-8.75776005
3831,Alandroal,Furto de veículo e em veículo motorizado,6,38.70227432,-7.40383816
3832,Redondo,Furto de veículo e em veículo motorizado,4,33.84498215,-118.38724518
3833,Aljezur,Furto de veículo e em veículo motorizado,64,37.31469727,-8.80453587
3834,Loulé,Furto de veículo e em veículo motorizado,322,37.1375351,-8.02340794
3835,Nordeste,Furto de veículo e em veículo motorizado,6,37.83214569,-25.14676476
3836,Funchal,Furto de veículo e em veículo motorizado,307,32.64753723,-16.90501595
3837,Ribeira Brava,Furto de veículo e em veículo motorizado,15,32.68299866,-17.04999924
3838,Paredes de Coura,Crimes contra a identidade cultural e integridade pessoal,0,41.91098404,-8.55958557
3839,Freixo de Espada à Cinta,Roubo por esticão e na via pública,0,41.09131241,-6.80793619
3840,Tabuaço,Roubo por esticão e na via pública,0,41.11767197,-7.56604195
3841,Tarouca,Roubo por esticão e na via pública,0,41.01602936,-7.77590609
3842,Vila Flor,Roubo por esticão e na via pública,0,41.306633,-7.1523037
3843,Vimioso,Roubo por esticão e na via pública,0,41.58392715,-6.52773142
3844,Anadia,Roubo por esticão e na via pública,0,40.44081116,-8.43506527
3845,Coimbra,Roubo por esticão e na via pública,102,40.21149063,-8.42920113
3846,Mira,Roubo por esticão e na via pública,3,40.42790222,-8.73530579
3847,Vila Nova de Poiares,Roubo por esticão e na via pública,0,40.21177673,-8.25871754
3848,Batalha,Roubo por esticão e na via pública,3,39.65784454,-8.82426262
3849,Castelo de Paiva,Crimes contra a identidade cultural e integridade pessoal,0,41.04170227,-8.2631073
3850,Paços de Ferreira,Crimes contra a identidade cultural e integridade pessoal,0,41.27861404,-8.37860489
3851,Carrazeda de Ansiães,Crimes contra a identidade cultural e integridade pessoal,0,41.24220276,-7.30619526
3852,Murça,Crimes contra a identidade cultural e integridade pessoal,0,41.40814209,-7.45370197
3853,Santa Marta de Penaguião,Crimes contra a identidade cultural e integridade pessoal,0,41.20980072,-7.78413773
3854,Sernancelhe,Crimes contra a identidade cultural e integridade pessoal,0,40.90022278,-7.49428558
3855,Alfândega da Fé,Crimes contra a identidade cultural e integridade pessoal,0,41.34515762,-6.96669292
3856,Alcobaça,Crimes contra a identidade cultural e integridade pessoal,0,39.54996872,-8.98292637
3857,Arronches,Crimes previstos em legislação avulsa,0,39.12173462,-7.28415585
3858,Fronteira,Crimes previstos em legislação avulsa,8,39.05626678,-7.64991426
3859,Alentejo Central,Crimes previstos em legislação avulsa,282,38.56700134,-7.9000001
3860,Mourão,Crimes previstos em legislação avulsa,9,38.38482666,-7.34661865
3861,Loulé,Crimes previstos em legislação avulsa,268,37.1375351,-8.02340794
3862,Horta,Crimes previstos em legislação avulsa,24,38.5423851,-28.62764931
3863,Lagoa,Crimes previstos em legislação avulsa,64,37.13472748,-8.45262527
3864,Ribeira Grande,Crimes previstos em legislação avulsa,135,37.82172775,-25.52386856
3865,Santa Cruz da Graciosa,Crimes previstos em legislação avulsa,0,39.08495331,-28.00520515
3866,Santa Cruz das Flores,Crimes previstos em legislação avulsa,5,39.45597076,-31.12897491
3867,Freixo de Espada à Cinta,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",0,41.09131241,-6.80793619
3868,Monchique,Violência doméstica contra cônjuge ou análogos,0,37.31802368,-8.55601692
