city,crime,value
2567,Montemor-o-Velho,Roubo por esticão e na via pública,0
2568,Pedrógão Grande,Roubo por esticão e na via pública,0
2569,Tondela,Roubo por esticão e na via pública,4
2570,Montijo,Crimes contra o Estado,44
2571,Odivelas,Crimes contra o Estado,61
2572,Palmela,Crimes contra o Estado,35
2573,Sesimbra,Crimes contra o Estado,40
2574,Benavente,Crimes contra o Estado,26
2575,Coruche,Crimes contra o Estado,27
2576,Salvaterra de Magos,Crimes contra o Estado,28
2577,Monforte,Crimes contra o Estado,0
2578,Castro Marim,Crimes contra o Estado,0
2579,Monchique,Crimes contra o Estado,0
2582,Góis,Crimes de homicídio voluntário consumado,0
2583,Mira,Crimes de homicídio voluntário consumado,0
2584,Montemor-o-Velho,Crimes de homicídio voluntário consumado,0
2585,Alvaiázere,Crimes de homicídio voluntário consumado,0
2586,Batalha,Crimes de homicídio voluntário consumado,0
2587,Leiria,Crimes de homicídio voluntário consumado,0
2588,Marinha Grande,Crimes de homicídio voluntário consumado,0
2589,Carregal do Sal,Crimes de homicídio voluntário consumado,0
2590,Castro Daire,Crimes de homicídio voluntário consumado,0
2591,Beiras e Serra da Estrela,Crimes de homicídio voluntário consumado,3
2592,Guarda,Crimes de homicídio voluntário consumado,0
2594,Montijo,Crimes de homicídio voluntário consumado,0
2595,Seixal,Crimes de homicídio voluntário consumado,3
2596,Vila Franca de Xira,Crimes de homicídio voluntário consumado,0
2597,Ferreira do Zêzere,Roubo por esticão e na via pública,0
2598,Ourém,Roubo por esticão e na via pública,7
2599,Sardoal,Roubo por esticão e na via pública,0
2600,Vila Nova da Barquinha,Roubo por esticão e na via pública,3
2601,Guarda,Roubo por esticão e na via pública,4
2602,Sabugal,Roubo por esticão e na via pública,0
2603,Alcochete,Roubo por esticão e na via pública,5
2604,Amadora,Roubo por esticão e na via pública,293
2605,Alentejo,Roubo por esticão e na via pública,182
2606,Sines,Roubo por esticão e na via pública,6
2607,Castro Verde,Roubo por esticão e na via pública,3
2608,Almeirim,Roubo por esticão e na via pública,6
2609,Alpiarça,Roubo por esticão e na via pública,3
2610,Coruche,Roubo por esticão e na via pública,4
2611,Avis,Roubo por esticão e na via pública,0
2612,Fronteira,Roubo por esticão e na via pública,0
2613,Montemor-o-Novo,Roubo por esticão e na via pública,3
2614,Santa Cruz,Crimes contra o Estado,0
2615,São Vicente,Crimes contra o Estado,11
2616,Esposende,Crimes contra animais de companhia,11
2617,Terras de Bouro,Crimes contra animais de companhia,0
2618,Vizela,Crimes contra animais de companhia,5
2619,Arouca,Crimes contra animais de companhia,8
2620,Maia,Crimes contra animais de companhia,12
2621,São João da Madeira,Crimes contra animais de companhia,8
2622,Vale de Cambra,Crimes contra animais de companhia,3
2623,Valpaços,Crimes contra animais de companhia,8
2624,Tâmega e Sousa,Crimes contra animais de companhia,48
2625,Baião,Crimes contra animais de companhia,0
2626,Carrazeda de Ansiães,Crimes contra animais de companhia,0
2627,Sabrosa,Crimes contra animais de companhia,0
2628,Vila Real,Crimes contra animais de companhia,6
2629,Mogadouro,Crimes contra animais de companhia,0
2630,Vinhais,Crimes contra animais de companhia,0
2631,Alcobaça,Crimes contra animais de companhia,8
2632,Caldas da Rainha,Crimes contra animais de companhia,8
2634,Benavente,Crimes de homicídio voluntário consumado,0
2635,Fronteira,Crimes de homicídio voluntário consumado,0
2636,Nisa,Crimes de homicídio voluntário consumado,0
2637,Alentejo Central,Crimes de homicídio voluntário consumado,0
2638,Mora,Crimes de homicídio voluntário consumado,0
2640,Lajes do Pico,Crimes de homicídio voluntário consumado,0
2641,Nordeste,Crimes de homicídio voluntário consumado,0
2642,Ponta Delgada,Crimes de homicídio voluntário consumado,0
2643,São Roque do Pico,Crimes de homicídio voluntário consumado,0
2644,Velas,Crimes de homicídio voluntário consumado,0
2645,Porto Moniz,Crimes de homicídio voluntário consumado,0
2646,Ribeira Brava,Crimes de homicídio voluntário consumado,0
2647,Arcos de Valdevez,Crimes contra a integridade física,114
2648,Paredes de Coura,Crimes contra a integridade física,42
2649,Viana do Castelo,Crimes contra a integridade física,430
2650,Corvo,Roubo por esticão e na via pública,0
2651,Melgaço,Furto de veículo e em veículo motorizado,15
2652,Vila Nova de Famalicão,Furto de veículo e em veículo motorizado,273
2653,Espinho,Furto de veículo e em veículo motorizado,93
2654,Gondomar,Furto de veículo e em veículo motorizado,409
2655,Vale de Cambra,Furto de veículo e em veículo motorizado,20
2656,Oliveira do Bairro,Crimes contra animais de companhia,0
2657,Ovar,Crimes contra animais de companhia,8
2658,Cantanhede,Crimes contra animais de companhia,10
2659,Condeixa-a-Nova,Crimes contra animais de companhia,3
2660,Oliveira do Hospital,Crimes contra animais de companhia,0
2661,Castanheira de Pêra,Crimes contra animais de companhia,0
2662,Santa Comba Dão,Crimes contra animais de companhia,5
2663,Vila Velha de Ródão,Crimes contra animais de companhia,0
2664,Médio Tejo,Crimes contra animais de companhia,58
2665,Entroncamento,Crimes contra animais de companhia,10
2666,Ourém,Crimes contra animais de companhia,6
2667,Fornos de Algodres,Crimes contra animais de companhia,0
2668,Gouveia,Crimes contra animais de companhia,3
2670,Amadora,Crimes contra animais de companhia,33
2671,Setúbal,Crimes contra animais de companhia,31
2672,Sintra,Crimes contra animais de companhia,57
2673,Alentejo,Crimes contra animais de companhia,232
2674,Alcácer do Sal,Crimes contra animais de companhia,5
2675,Odemira,Crimes contra animais de companhia,4
2676,Póvoa de Lanhoso,Crimes contra a integridade física,119
2677,Vila Nova de Famalicão,Crimes contra a integridade física,494
2678,Vila do Conde,Crimes contra a integridade física,337
2679,Amarante,Crimes contra a integridade física,223
2680,Baião,Crimes contra a integridade física,79
2681,Castelo de Paiva,Crimes contra a integridade física,85
2682,Castro Marim,Crimes contra animais de companhia,0
2683,Horta,Crimes contra animais de companhia,4
2684,Velas,Crimes contra animais de companhia,5
2685,Machico,Crimes contra animais de companhia,3
2686,Porto Moniz,Crimes contra animais de companhia,0
2687,Ribeira Brava,Crimes contra animais de companhia,7
2688,Alto Minho,Crimes previstos em legislação avulsa,402
2689,Ansião,Crimes contra a integridade física,37
2690,Idanha-a-Nova,Crimes contra a integridade física,39
2691,Médio Tejo,Crimes contra a integridade física,1072
2692,Constância,Crimes contra a integridade física,18
2693,Fundão,Crimes contra a integridade física,181
2695,Oeiras,Crimes contra a integridade física,752
2696,Sintra,Crimes contra a integridade física,2034
2697,Sines,Crimes contra a integridade física,120
2698,Vidigueira,Crimes contra a integridade física,45
2699,Benavente,Crimes contra a integridade física,164
2700,Arronches,Crimes contra a integridade física,18
2701,Campo Maior,Crimes contra a integridade física,84
2702,Vila Nova de Paiva,Furto de veículo e em veículo motorizado,0
2703,Figueira de Castelo Rodrigo,Furto de veículo e em veículo motorizado,4
2704,Fornos de Algodres,Furto de veículo e em veículo motorizado,0
2705,Gouveia,Furto de veículo e em veículo motorizado,9
2706,Manteigas,Furto de veículo e em veículo motorizado,0
2707,Sabugal,Furto de veículo e em veículo motorizado,8
2708,Alcochete,Furto de veículo e em veículo motorizado,54
2709,Amadora,Furto de veículo e em veículo motorizado,465
2710,Alentejo,Furto de veículo e em veículo motorizado,1364
2711,Alvito,Furto de veículo e em veículo motorizado,3
2712,Almeirim,Furto de veículo e em veículo motorizado,69
2713,Azambuja,Furto de veículo e em veículo motorizado,83
2714,Benavente,Furto de veículo e em veículo motorizado,100
2715,Campo Maior,Furto de veículo e em veículo motorizado,9
2716,Terras de Bouro,Crimes previstos em legislação avulsa,8
2717,Vila Verde,Crimes previstos em legislação avulsa,47
2718,Fafe,Crimes previstos em legislação avulsa,69
2719,Vila Nova de Famalicão,Crimes previstos em legislação avulsa,140
2720,Paredes,Crimes previstos em legislação avulsa,125
2721,Chaves,Crimes previstos em legislação avulsa,54
2722,Tâmega e Sousa,Crimes previstos em legislação avulsa,640
2723,Penafiel,Crimes previstos em legislação avulsa,92
2724,Vila Nova de Foz Côa,Crimes previstos em legislação avulsa,10
2725,Óbidos,Crimes previstos em legislação avulsa,41
2726,Águeda,Crimes previstos em legislação avulsa,95
2727,Condeixa-a-Nova,Crimes previstos em legislação avulsa,4
2728,Gavião,Crimes contra a integridade física,16
2729,Nisa,Crimes contra a integridade física,33
2730,Vila Nova de Foz Côa,Violência doméstica contra cônjuge ou análogos,27
2731,Vila Real,Violência doméstica contra cônjuge ou análogos,116
2732,Alfândega da Fé,Violência doméstica contra cônjuge ou análogos,0
2733,Mogadouro,Violência doméstica contra cônjuge ou análogos,11
2734,Vinhais,Violência doméstica contra cônjuge ou análogos,12
2735,Caldas da Rainha,Violência doméstica contra cônjuge ou análogos,95
2736,Torres Vedras,Violência doméstica contra cônjuge ou análogos,152
2737,Albergaria-a-Velha,Violência doméstica contra cônjuge ou análogos,73
2738,Estarreja,Violência doméstica contra cônjuge ou análogos,109
2739,Góis,Violência doméstica contra cônjuge ou análogos,15
2740,Mortágua,Violência doméstica contra cônjuge ou análogos,18
2741,Soure,Violência doméstica contra cônjuge ou análogos,37
2742,Batalha,Violência doméstica contra cônjuge ou análogos,50
2743,Lagoa,Condução sem habilitação legal,33
2744,Portimão,Condução sem habilitação legal,82
2745,Vila do Bispo,Condução sem habilitação legal,5
2746,Lagoa,Condução sem habilitação legal,33
2747,Santa Cruz das Flores,Condução sem habilitação legal,0
2748,Velas,Condução sem habilitação legal,3
2749,Vila de Rei,Crimes contra a vida em sociedade,13
2750,Vila Viçosa,Crimes contra a integridade física,34
2753,Ponta do Sol,Crimes contra a integridade física,33
2754,Porto Santo,Crimes contra a integridade física,52
2755,São Vicente,Crimes contra a integridade física,20
2756,Vila Nova de Famalicão,Ofensa à integridade física voluntária simples,192
2757,Gondomar,Ofensa à integridade física voluntária simples,269
2758,Maia,Ofensa à integridade física voluntária simples,235
2759,Arraiolos,Furto de veículo e em veículo motorizado,15
2760,Portel,Furto de veículo e em veículo motorizado,11
2761,Algarve,Furto de veículo e em veículo motorizado,1926
2762,Horta,Furto de veículo e em veículo motorizado,12
2763,Povoação,Furto de veículo e em veículo motorizado,3
2764,Vila do Porto,Furto de veículo e em veículo motorizado,4
2765,Cávado,Crimes contra a identidade cultural e integridade pessoal,11
2766,Setúbal,Crimes contra a vida em sociedade,291
2767,Alentejo,Crimes contra a vida em sociedade,3858
2768,Alentejo Litoral,Crimes contra a vida em sociedade,582
2769,Baixo Alentejo,Crimes contra a vida em sociedade,698
2770,Ourique,Crimes contra a vida em sociedade,30
2771,Alpiarça,Crimes contra a vida em sociedade,73
2772,Benavente,Crimes contra a vida em sociedade,200
2773,Golegã,Crimes contra a vida em sociedade,26
2774,Salvaterra de Magos,Crimes contra a vida em sociedade,153
2775,Avis,Crimes contra a vida em sociedade,63
2776,Elvas,Crimes contra a vida em sociedade,140
2777,Arraiolos,Crimes contra a vida em sociedade,26
2778,Mourão,Crimes contra a vida em sociedade,28
2779,Redondo,Crimes contra a vida em sociedade,38
2780,Vila Viçosa,Crimes contra a vida em sociedade,37
2781,Faro,Crimes contra a vida em sociedade,369
2782,Lagoa,Crimes contra a vida em sociedade,82
2801,Vouzela,Violência doméstica contra cônjuge ou análogos,27
2802,Fafe,Crimes contra a identidade cultural e integridade pessoal,0
2803,Soure,Crimes previstos em legislação avulsa,0
2804,Idanha-a-Nova,Crimes previstos em legislação avulsa,64
2805,Tomar,Crimes previstos em legislação avulsa,40
2806,Belmonte,Crimes previstos em legislação avulsa,8
2807,Covilhã,Crimes previstos em legislação avulsa,94
2808,Figueira de Castelo Rodrigo,Crimes previstos em legislação avulsa,8
2809,Trancoso,Crimes previstos em legislação avulsa,5
2810,Almada,Crimes previstos em legislação avulsa,576
2811,Palmela,Crimes previstos em legislação avulsa,187
2812,Salvaterra de Magos,Crimes previstos em legislação avulsa,86
2813,Santa Maria da Feira,Ofensa à integridade física voluntária simples,238
2814,Valongo,Ofensa à integridade física voluntária simples,174
2815,Lousada,Ofensa à integridade física voluntária simples,63
2816,Peso da Régua,Ofensa à integridade física voluntária simples,28
2817,Santa Marta de Penaguião,Ofensa à integridade física voluntária simples,6
2818,Torre de Moncorvo,Ofensa à integridade física voluntária simples,14
2819,Alfândega da Fé,Ofensa à integridade física voluntária simples,3
2820,Albergaria-a-Velha,Ofensa à integridade física voluntária simples,52
2822,Arganil,Ofensa à integridade física voluntária simples,21
2823,Mação,Violência doméstica contra cônjuge ou análogos,15
2824,Sardoal,Violência doméstica contra cônjuge ou análogos,9
2825,Vila Nova da Barquinha,Violência doméstica contra cônjuge ou análogos,12
2826,Fornos de Algodres,Violência doméstica contra cônjuge ou análogos,12
2827,Cascais,Violência doméstica contra cônjuge ou análogos,475
2828,Oeiras,Violência doméstica contra cônjuge ou análogos,394
2829,Sesimbra,Violência doméstica contra cônjuge ou análogos,146
2830,Vila Franca de Xira,Violência doméstica contra cônjuge ou análogos,391
2831,Beja,Violência doméstica contra cônjuge ou análogos,85
2832,Coruche,Violência doméstica contra cônjuge ou análogos,44
2833,Avis,Violência doméstica contra cônjuge ou análogos,24
2834,Elvas,Violência doméstica contra cônjuge ou análogos,78
2835,Nisa,Violência doméstica contra cônjuge ou análogos,15
2837,Ribeira Grande,Crimes contra a vida em sociedade,77
2838,Santa Cruz das Flores,Crimes contra a vida em sociedade,3
2839,Vila da Praia da Vitória,Crimes contra a vida em sociedade,68
2840,Funchal,Crimes contra a vida em sociedade,717
2841,Porto Moniz,Crimes contra a vida em sociedade,15
2842,Santa Cruz,Crimes contra a vida em sociedade,104
2843,Alto Minho,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",567
2844,Fafe,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",63
2846,Valongo,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",75
2847,Vila do Conde,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",225
2848,Vila Nova de Gaia,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",280
2849,Felgueiras,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",173
2850,Tábua,Ofensa à integridade física voluntária simples,17
2851,Sobral de Monte Agraço,Crimes contra a identidade cultural e integridade pessoal,0
2852,Águeda,Crimes contra a identidade cultural e integridade pessoal,0
2853,Lousã,Crimes contra a identidade cultural e integridade pessoal,0
2855,Gondomar,Crimes contra a identidade cultural e integridade pessoal,0
2856,Vila Nova de Gaia,Crimes contra a identidade cultural e integridade pessoal,7
2857,Valpaços,Crimes contra a identidade cultural e integridade pessoal,0
2858,Penafiel,Crimes contra a identidade cultural e integridade pessoal,0
2859,Lamego,Crimes contra a identidade cultural e integridade pessoal,0
2860,Terras de Trás-os-Montes,Crimes contra a identidade cultural e integridade pessoal,0
2861,Lagoa,Crimes contra animais de companhia,5
2862,Tavira,Crimes contra animais de companhia,7
2864,Povoação,Crimes contra animais de companhia,0
2865,Santa Cruz das Flores,Crimes contra animais de companhia,7
2866,Santana,Crimes contra animais de companhia,0
2867,São Vicente,Crimes contra animais de companhia,3
2868,Melgaço,Crimes previstos em legislação avulsa,18
2869,Ponte de Lima,Crimes previstos em legislação avulsa,29
2870,Vila Nova de Cerveira,Crimes previstos em legislação avulsa,45
2871,Mangualde,Crimes contra a integridade física,103
2872,Vouzela,Crimes contra a integridade física,44
2873,Ourém,Crimes contra a integridade física,201
2874,Almeida,Crimes contra a integridade física,33
2875,Odemira,Crimes contra a integridade física,149
2876,Cuba,Crimes contra a integridade física,42
2877,Chamusca,Crimes contra a integridade física,41
2878,Golegã,Crimes contra a integridade física,20
2879,Nelas,Furto de veículo e em veículo motorizado,19
2880,Oliveira de Frades,Furto de veículo e em veículo motorizado,11
2881,Sátão,Furto de veículo e em veículo motorizado,0
2882,Vouzela,Furto de veículo e em veículo motorizado,8
2883,Fundão,Furto de veículo e em veículo motorizado,29
2884,Mêda,Furto de veículo e em veículo motorizado,3
2885,Lisboa,Furto de veículo e em veículo motorizado,2768
2886,Montijo,Furto de veículo e em veículo motorizado,213
2887,Oeiras,Furto de veículo e em veículo motorizado,305
2888,Odemira,Furto de veículo e em veículo motorizado,60
2889,Santiago do Cacém,Furto de veículo e em veículo motorizado,46
2890,Aljustrel,Furto de veículo e em veículo motorizado,6
2891,Beja,Furto de veículo e em veículo motorizado,89
2892,Santarém,Furto de veículo e em veículo motorizado,148
2893,Alto Alentejo,Furto de veículo e em veículo motorizado,121
2894,Amares,Crimes previstos em legislação avulsa,25
2895,Valongo,Crimes previstos em legislação avulsa,59
2896,Vila Nova de Gaia,Crimes previstos em legislação avulsa,705
2897,Celorico de Basto,Crimes previstos em legislação avulsa,13
2898,Resende,Crimes previstos em legislação avulsa,23
2899,Alijó,Crimes previstos em legislação avulsa,0
2900,Sabrosa,Crimes previstos em legislação avulsa,0
2901,Santa Marta de Penaguião,Crimes previstos em legislação avulsa,0
2902,Terras de Trás-os-Montes,Crimes previstos em legislação avulsa,190
2903,Alfândega da Fé,Crimes previstos em legislação avulsa,0
2904,Vinhais,Crimes previstos em legislação avulsa,0
2905,Alcobaça,Crimes previstos em legislação avulsa,112
2906,Lourinhã,Crimes previstos em legislação avulsa,26
2907,Nazaré,Crimes previstos em legislação avulsa,75
2908,Sobral de Monte Agraço,Crimes previstos em legislação avulsa,43
2909,Aveiro,Crimes previstos em legislação avulsa,132
2910,Crato,Crimes contra a integridade física,16
2911,Fronteira,Crimes contra a integridade física,9
2912,Cinfães,Violência doméstica contra cônjuge ou análogos,48
2913,Mesão Frio,Violência doméstica contra cônjuge ou análogos,16
2914,Torre de Moncorvo,Violência doméstica contra cônjuge ou análogos,20
2915,Vila Flor,Violência doméstica contra cônjuge ou análogos,10
2917,Bombarral,Violência doméstica contra cônjuge ou análogos,37
2918,Lourinhã,Violência doméstica contra cônjuge ou análogos,85
2919,Águeda,Violência doméstica contra cônjuge ou análogos,82
2920,Vagos,Violência doméstica contra cônjuge ou análogos,56
2921,Cantanhede,Violência doméstica contra cônjuge ou análogos,119
2922,Figueira da Foz,Violência doméstica contra cônjuge ou análogos,152
2923,Castanheira de Pêra,Violência doméstica contra cônjuge ou análogos,3
2924,Pedrógão Grande,Violência doméstica contra cônjuge ou análogos,11
2925,Santa Comba Dão,Violência doméstica contra cônjuge ou análogos,26
2926,Tondela,Violência doméstica contra cônjuge ou análogos,41
2927,Olhão,Condução sem habilitação legal,61
2928,Vila Real de Santo António,Condução sem habilitação legal,41
2930,Machico,Condução sem habilitação legal,11
2931,Ponta do Sol,Condução sem habilitação legal,0
2932,Porto Moniz,Condução sem habilitação legal,0
2933,Gouveia,Crimes contra a vida em sociedade,55
2934,Trancoso,Crimes contra a vida em sociedade,45
2936,Moita,Crimes contra a vida em sociedade,256
2937,Odivelas,Crimes contra a vida em sociedade,294
2938,Alandroal,Crimes contra a integridade física,19
2939,Arraiolos,Crimes contra a integridade física,29
2940,Redondo,Crimes contra a integridade física,51
2941,Reguengos de Monsaraz,Crimes contra a integridade física,62
2942,Vila do Bispo,Crimes contra a integridade física,61
2943,Vila Real de Santo António,Crimes contra a integridade física,117
2944,Angra do Heroísmo,Crimes contra a integridade física,234
2945,Santa Cruz das Flores,Crimes contra a integridade física,29
2946,Calheta,Crimes contra a integridade física,22
2947,Funchal,Crimes contra a integridade física,815
2948,Machico,Crimes contra a integridade física,123
2949,Santana,Crimes contra a integridade física,40
2951,Alto Minho,Ofensa à integridade física voluntária simples,510
2952,Melgaço,Ofensa à integridade física voluntária simples,23
2953,Gavião,Furto de veículo e em veículo motorizado,11
2954,Portalegre,Furto de veículo e em veículo motorizado,24
2955,Montemor-o-Novo,Furto de veículo e em veículo motorizado,26
2956,Reguengos de Monsaraz,Furto de veículo e em veículo motorizado,14
2957,Vendas Novas,Furto de veículo e em veículo motorizado,16
2958,Vila Viçosa,Furto de veículo e em veículo motorizado,3
2959,Alcoutim,Furto de veículo e em veículo motorizado,4
2961,Santa Cruz da Graciosa,Furto de veículo e em veículo motorizado,5
2962,Velas,Furto de veículo e em veículo motorizado,0
2964,Câmara de Lobos,Furto de veículo e em veículo motorizado,76
2965,Alto Minho,Crimes contra a identidade cultural e integridade pessoal,0
2966,Cabeceiras de Basto,Crimes contra a identidade cultural e integridade pessoal,0
2967,Sesimbra,Crimes contra a vida em sociedade,208
2968,Grândola,Crimes contra a vida em sociedade,118
2969,Barrancos,Crimes contra a vida em sociedade,26
2970,Castro Verde,Crimes contra a vida em sociedade,39
2971,Serpa,Crimes contra a vida em sociedade,73
2972,Chamusca,Crimes contra a vida em sociedade,43
2973,Campo Maior,Crimes contra a vida em sociedade,49
2974,Portalegre,Crimes contra a vida em sociedade,95
2975,Estremoz,Crimes contra a vida em sociedade,42
2976,Mora,Crimes contra a vida em sociedade,12
2995,Vila Nova de Paiva,Violência doméstica contra cônjuge ou análogos,10
2996,Oleiros,Violência doméstica contra cônjuge ou análogos,6
2997,Médio Tejo,Violência doméstica contra cônjuge ou análogos,461
2998,Vieira do Minho,Crimes contra a identidade cultural e integridade pessoal,0
2999,Terras de Bouro,Crimes contra a identidade cultural e integridade pessoal,0
3000,Palmela,Crimes contra a vida em sociedade,263
3001,Seixal,Crimes contra a vida em sociedade,366
3002,Sintra,Crimes contra a vida em sociedade,780
3003,Odemira,Crimes contra a vida em sociedade,143
3004,Ferreira do Alentejo,Crimes contra a vida em sociedade,60
3005,Moura,Crimes contra a vida em sociedade,69
3006,Alto Alentejo,Crimes contra a vida em sociedade,623
3007,Arronches,Crimes contra a vida em sociedade,11
3008,Crato,Crimes contra a vida em sociedade,14
3009,Lagos,Crimes contra a vida em sociedade,230
3010,Loulé,Crimes contra a vida em sociedade,585
3024,Castelo Branco,Violência doméstica contra cônjuge ou análogos,123
3025,Constância,Violência doméstica contra cônjuge ou análogos,6
3026,Mondim de Basto,Crimes contra a identidade cultural e integridade pessoal,0
3027,Penela,Crimes previstos em legislação avulsa,4
3028,Porto de Mós,Crimes previstos em legislação avulsa,34
3029,São Pedro do Sul,Crimes previstos em legislação avulsa,8
3030,Sátão,Crimes previstos em legislação avulsa,0
3031,Médio Tejo,Crimes previstos em legislação avulsa,346
3032,Constância,Crimes previstos em legislação avulsa,0
3033,Mação,Crimes previstos em legislação avulsa,6
3034,Pinhel,Crimes previstos em legislação avulsa,12
3035,Barreiro,Crimes previstos em legislação avulsa,463
3036,Alentejo,Crimes previstos em legislação avulsa,2019
3037,Grândola,Crimes previstos em legislação avulsa,98
3038,Alvito,Crimes previstos em legislação avulsa,14
3039,Ferreira do Alentejo,Crimes previstos em legislação avulsa,13
3040,Mértola,Crimes previstos em legislação avulsa,17
3041,Vidigueira,Crimes previstos em legislação avulsa,11
3042,Cartaxo,Crimes previstos em legislação avulsa,32
3043,Rio Maior,Crimes previstos em legislação avulsa,73
3044,Vale de Cambra,Ofensa à integridade física voluntária simples,31
3045,Tâmega e Sousa,Ofensa à integridade física voluntária simples,731
3046,Vila Nova de Foz Côa,Ofensa à integridade física voluntária simples,22
3047,Torres Vedras,Ofensa à integridade física voluntária simples,123
3048,Ílhavo,Ofensa à integridade física voluntária simples,73
3049,Sever do Vouga,Ofensa à integridade física voluntária simples,28
3050,Ourém,Violência doméstica contra cônjuge ou análogos,98
3051,Beiras e Serra da Estrela,Violência doméstica contra cônjuge ou análogos,634
3052,Fundão,Violência doméstica contra cônjuge ou análogos,84
3053,Gouveia,Violência doméstica contra cônjuge ou análogos,32
3054,Manteigas,Violência doméstica contra cônjuge ou análogos,7
3055,Alcácer do Sal,Violência doméstica contra cônjuge ou análogos,31
3056,Sines,Violência doméstica contra cônjuge ou análogos,65
3057,Salvaterra de Magos,Violência doméstica contra cônjuge ou análogos,77
3058,Alter do Chão,Violência doméstica contra cônjuge ou análogos,7
3059,Arraiolos,Violência doméstica contra cônjuge ou análogos,16
3060,Tavira,Crimes contra a vida em sociedade,87
3061,Corvo,Crimes contra a vida em sociedade,0
3062,Ponta Delgada,Crimes contra a vida em sociedade,252
3064,Cávado,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",525
3065,Amares,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",46
3066,Terras de Bouro,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",19
3067,Vila Verde,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",49
3068,Guimarães,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",149
3069,Espinho,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",18
3070,Paredes,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",185
3071,Alto Tâmega,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",112
3072,Chaves,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",47
3073,Vila Pouca de Aguiar,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",20
3074,Lousada,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",63
3076,Castanheira de Pêra,Ofensa à integridade física voluntária simples,3
3077,Marinha Grande,Ofensa à integridade física voluntária simples,94
3078,Nazaré,Crimes contra a identidade cultural e integridade pessoal,0
3079,Albergaria-a-Velha,Crimes contra a identidade cultural e integridade pessoal,0
3080,Arganil,Crimes contra a identidade cultural e integridade pessoal,0
3081,Figueira da Foz,Crimes contra a identidade cultural e integridade pessoal,0
3082,Miranda do Corvo,Crimes contra a identidade cultural e integridade pessoal,0
3083,Alvaiázere,Crimes contra a identidade cultural e integridade pessoal,0
3084,Figueiró dos Vinhos,Crimes contra a identidade cultural e integridade pessoal,0
3085,Marinha Grande,Crimes contra a identidade cultural e integridade pessoal,3
3086,Pedrógão Grande,Crimes contra a identidade cultural e integridade pessoal,0
3087,Porto de Mós,Crimes contra a identidade cultural e integridade pessoal,0
3088,Tâmega e Sousa,Crimes contra a identidade cultural e integridade pessoal,0
3089,Baião,Crimes contra a identidade cultural e integridade pessoal,0
3090,Felgueiras,Crimes contra a identidade cultural e integridade pessoal,0
3091,Miranda do Douro,Crimes contra a identidade cultural e integridade pessoal,0
3092,Vinhais,Crimes contra a identidade cultural e integridade pessoal,0
3093,Avis,Crimes previstos em legislação avulsa,20
3094,Nisa,Crimes previstos em legislação avulsa,19
3095,Pampilhosa da Serra,Crimes previstos em legislação avulsa,0
3096,Alvaiázere,Crimes previstos em legislação avulsa,0
3097,Pombal,Crimes previstos em legislação avulsa,60
3098,Viseu,Crimes previstos em legislação avulsa,167
3099,Vouzela,Crimes previstos em legislação avulsa,0
3100,Beira Baixa,Crimes previstos em legislação avulsa,195
3101,Ourém,Crimes previstos em legislação avulsa,56
3102,Celorico da Beira,Crimes previstos em legislação avulsa,12
3103,Mêda,Crimes previstos em legislação avulsa,5
3104,Amadora,Crimes previstos em legislação avulsa,875
3105,Lisboa,Crimes previstos em legislação avulsa,4339
3106,Vila Franca de Xira,Crimes previstos em legislação avulsa,356
3107,Alcácer do Sal,Crimes previstos em legislação avulsa,12
3108,Ourique,Crimes previstos em legislação avulsa,20
3109,Alto Tâmega,Ofensa à integridade física voluntária simples,163
3110,Montalegre,Ofensa à integridade física voluntária simples,27
3111,Valpaços,Ofensa à integridade física voluntária simples,29
3112,Marco de Canaveses,Ofensa à integridade física voluntária simples,100
3113,Freixo de Espada à Cinta,Ofensa à integridade física voluntária simples,5
3114,Tarouca,Ofensa à integridade física voluntária simples,13
3115,Macedo de Cavaleiros,Ofensa à integridade física voluntária simples,31
3116,Alcobaça,Ofensa à integridade física voluntária simples,76
3117,Peniche,Ofensa à integridade física voluntária simples,93
3118,Sobral de Monte Agraço,Ofensa à integridade física voluntária simples,30
3119,Celorico da Beira,Violência doméstica contra cônjuge ou análogos,38
3120,Guarda,Violência doméstica contra cônjuge ou análogos,78
3121,Pinhel,Violência doméstica contra cônjuge ou análogos,19
3123,Lisboa,Violência doméstica contra cônjuge ou análogos,1703
