city,crime,value
3124,Montijo,Violência doméstica contra cônjuge ou análogos,167
3125,Sintra,Violência doméstica contra cônjuge ou análogos,1251
3126,Ourique,Violência doméstica contra cônjuge ou análogos,7
3127,Vidigueira,Violência doméstica contra cônjuge ou análogos,13
3128,Rio Maior,Violência doméstica contra cônjuge ou análogos,38
3129,Silves,Crimes contra a vida em sociedade,103
3130,Santa Cruz da Graciosa,Crimes contra a vida em sociedade,14
3131,São Roque do Pico,Crimes contra a vida em sociedade,10
3132,Velas,Crimes contra a vida em sociedade,22
3133,Vila do Porto,Crimes contra a vida em sociedade,9
3134,Caminha,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",73
3135,Ponte da Barca,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",21
3136,Ponte de Lima,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",36
3137,Póvoa de Lanhoso,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",44
3138,Vizela,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",43
3139,Gondomar,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",125
3140,Porto,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",417
3141,Évora,Crimes previstos em legislação avulsa,91
3142,Vila Viçosa,Crimes previstos em legislação avulsa,16
3143,Lagos,Crimes previstos em legislação avulsa,82
3144,São Brás de Alportel,Crimes previstos em legislação avulsa,13
3146,Murça,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",7
3164,Montemor-o-Novo,Violência doméstica contra cônjuge ou análogos,42
3165,Porto Santo,Violência doméstica contra cônjuge ou análogos,21
3166,Santana,Violência doméstica contra cônjuge ou análogos,22
3168,Cávado,Crimes contra o património,5247
3169,Guimarães,Crimes contra o património,1243
3170,Vila da Praia da Vitória,Crimes previstos em legislação avulsa,67
3171,Funchal,Crimes previstos em legislação avulsa,200
3172,Santa Cruz,Crimes previstos em legislação avulsa,49
3173,Monção,Condução sem habilitação legal,14
3174,Paredes de Coura,Condução sem habilitação legal,6
3175,Amares,Condução sem habilitação legal,13
3176,Oliveira de Azeméis,Condução sem habilitação legal,75
3177,Castelo Branco,Ofensa à integridade física voluntária simples,97
3178,Vila Velha de Ródão,Ofensa à integridade física voluntária simples,9
3179,Vila de Rei,Ofensa à integridade física voluntária simples,5
3180,Figueira de Castelo Rodrigo,Ofensa à integridade física voluntária simples,25
3181,Fundão,Ofensa à integridade física voluntária simples,70
3182,Almada,Ofensa à integridade física voluntária simples,393
3183,Amadora,Ofensa à integridade física voluntária simples,312
3184,Grândola,Ofensa à integridade física voluntária simples,39
3185,Baixo Alentejo,Ofensa à integridade física voluntária simples,348
3186,Beja,Ofensa à integridade física voluntária simples,91
3187,Mértola,Ofensa à integridade física voluntária simples,9
3188,Cartaxo,Ofensa à integridade física voluntária simples,37
3189,Castelo de Vide,Ofensa à integridade física voluntária simples,8
3190,Fronteira,Ofensa à integridade física voluntária simples,4
3191,Nelas,Crimes contra a identidade cultural e integridade pessoal,0
3192,Sátão,Crimes contra a identidade cultural e integridade pessoal,0
3193,Vouzela,Crimes contra a identidade cultural e integridade pessoal,0
3194,Beira Baixa,Crimes contra a identidade cultural e integridade pessoal,0
3195,Vila Velha de Ródão,Crimes contra a identidade cultural e integridade pessoal,0
3196,Mação,Crimes contra a identidade cultural e integridade pessoal,0
3197,Ourém,Crimes contra a identidade cultural e integridade pessoal,0
3198,Vila de Rei,Crimes contra a identidade cultural e integridade pessoal,0
3199,Belmonte,Crimes contra a identidade cultural e integridade pessoal,0
3200,Trofa,Crimes contra o património,375
3201,Boticas,Crimes contra o património,31
3202,Ribeira de Pena,Crimes contra o património,47
3203,Aveiro,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",188
3204,Cantanhede,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",75
3205,Leiria,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",153
3206,Viseu Dão Lafões,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",749
3207,Vouzela,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",11
3208,Idanha-a-Nova,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",28
3209,Vila Velha de Ródão,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",3
3210,Entroncamento,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",9
3211,Vila Nova da Barquinha,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",24
3212,Belmonte,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",30
3215,Arcos de Valdevez,Crimes contra as pessoas,197
3216,Melgaço,Crimes contra as pessoas,68
3217,Vila Verde,Crimes contra as pessoas,404
3218,Cabeceiras de Basto,Crimes contra as pessoas,117
3219,Vieira do Minho,Crimes contra as pessoas,84
3220,Vila Nova de Famalicão,Crimes contra as pessoas,750
3221,Arouca,Crimes contra as pessoas,149
3222,Gondomar,Crimes contra as pessoas,1004
3223,Maia,Crimes contra as pessoas,812
3224,São João da Madeira,Crimes contra as pessoas,216
3225,Vale de Cambra,Crimes contra as pessoas,120
3226,Valongo,Crimes contra as pessoas,587
3227,Vila Nova de Gaia,Crimes contra as pessoas,2143
3228,Boticas,Crimes contra as pessoas,21
3229,Chaves,Crimes contra as pessoas,334
3230,Gouveia,Crimes contra a identidade cultural e integridade pessoal,0
3231,Almada,Crimes contra a identidade cultural e integridade pessoal,5
3232,Amadora,Crimes contra a identidade cultural e integridade pessoal,11
3233,Alentejo Litoral,Crimes contra a identidade cultural e integridade pessoal,0
3234,Almodôvar,Crimes contra a identidade cultural e integridade pessoal,0
3235,Ferreira do Alentejo,Crimes contra a identidade cultural e integridade pessoal,0
3236,Alto Alentejo,Crimes contra a identidade cultural e integridade pessoal,0
3237,Alter do Chão,Crimes contra a identidade cultural e integridade pessoal,0
3238,Gavião,Crimes contra a identidade cultural e integridade pessoal,0
3239,Boticas,Condução sem habilitação legal,0
3240,Vila Pouca de Aguiar,Condução sem habilitação legal,11
3241,Penafiel,Condução sem habilitação legal,58
3242,Freixo de Espada à Cinta,Condução sem habilitação legal,0
3243,Murça,Condução sem habilitação legal,4
3244,São João da Pesqueira,Condução sem habilitação legal,8
3245,Tabuaço,Condução sem habilitação legal,0
3246,Macedo de Cavaleiros,Condução sem habilitação legal,5
3247,Albergaria-a-Velha,Condução sem habilitação legal,17
3248,Murtosa,Condução sem habilitação legal,5
3249,Condeixa-a-Nova,Condução sem habilitação legal,0
3250,Boticas,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",6
3251,Valpaços,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",31
3252,Tâmega e Sousa,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",883
3253,Celorico de Basto,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",16
3254,Cinfães,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",60
3255,Carrazeda de Ansiães,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",6
3256,Góis,Ofensa à integridade física voluntária simples,9
3257,Penacova,Ofensa à integridade física voluntária simples,16
3258,Penela,Ofensa à integridade física voluntária simples,5
3259,Alvaiázere,Ofensa à integridade física voluntária simples,6
3260,Castro Daire,Ofensa à integridade física voluntária simples,20
3261,Óbidos,Crimes contra a identidade cultural e integridade pessoal,0
3263,Oliveira do Bairro,Crimes contra a identidade cultural e integridade pessoal,0
3264,Coimbra,Crimes contra a identidade cultural e integridade pessoal,7
3265,Condeixa-a-Nova,Crimes contra a identidade cultural e integridade pessoal,0
3266,Tábua,Crimes contra a identidade cultural e integridade pessoal,0
3267,Maia,Crimes contra a identidade cultural e integridade pessoal,0
3268,Vila do Conde,Crimes contra a identidade cultural e integridade pessoal,0
3269,Lousada,Crimes contra a identidade cultural e integridade pessoal,0
3270,Tarouca,Crimes contra a identidade cultural e integridade pessoal,0
3272,Alenquer,Crimes contra a identidade cultural e integridade pessoal,0
3273,Campo Maior,Crimes previstos em legislação avulsa,24
3274,Monforte,Crimes previstos em legislação avulsa,0
3275,Reguengos de Monsaraz,Crimes previstos em legislação avulsa,25
3276,Aljezur,Crimes previstos em legislação avulsa,30
3277,Castro Marim,Crimes previstos em legislação avulsa,0
3278,Tavira,Crimes previstos em legislação avulsa,54
3279,Vila do Bispo,Crimes previstos em legislação avulsa,29
3280,Calheta,Crimes previstos em legislação avulsa,0
3281,Lajes das Flores,Crimes previstos em legislação avulsa,0
3282,Peso da Régua,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",10
3300,Vendas Novas,Violência doméstica contra cônjuge ou análogos,42
3301,Vila Viçosa,Violência doméstica contra cônjuge ou análogos,19
3302,Faro,Violência doméstica contra cônjuge ou análogos,210
3303,São Brás de Alportel,Violência doméstica contra cônjuge ou análogos,24
3304,Tavira,Violência doméstica contra cônjuge ou análogos,49
3306,Ponta do Sol,Violência doméstica contra cônjuge ou análogos,8
3307,Santa Cruz,Violência doméstica contra cônjuge ou análogos,47
3308,Alto Minho,Crimes contra o património,3039
3309,Melgaço,Crimes contra o património,111
3310,Ponte da Barca,Crimes contra o património,138
3311,Terras de Bouro,Crimes contra o património,49
3312,Porto Santo,Crimes previstos em legislação avulsa,19
3313,Lousã,Condução sem habilitação legal,9
3314,Borba,Ofensa à integridade física voluntária simples,15
3315,Évora,Ofensa à integridade física voluntária simples,116
3316,Algarve,Ofensa à integridade física voluntária simples,1668
3317,Felgueiras,Crimes contra as pessoas,353
3318,São João da Pesqueira,Crimes contra as pessoas,50
3319,Tarouca,Crimes contra as pessoas,67
3320,Miranda do Douro,Crimes contra as pessoas,38
3321,Vinhais,Crimes contra as pessoas,50
3322,Peniche,Crimes contra as pessoas,249
3323,Arruda dos Vinhos,Crimes contra o património,186
3324,Mealhada,Crimes contra o património,236
3325,Figueiró dos Vinhos,Crimes contra o património,39
3326,Carregal do Sal,Crimes contra o património,107
3327,Castro Daire,Crimes contra o património,104
3328,Sátão,Crimes contra o património,87
3329,Amadora,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",516
3330,Loures,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",368
3331,Setúbal,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",97
3332,Alentejo Litoral,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",333
3333,Loulé,Ofensa à integridade física voluntária simples,302
3334,São Brás de Alportel,Ofensa à integridade física voluntária simples,31
3335,Horta,Ofensa à integridade física voluntária simples,38
3336,Madalena,Ofensa à integridade física voluntária simples,22
3337,Ribeira Grande,Ofensa à integridade física voluntária simples,203
3338,Vila Franca do Campo,Ofensa à integridade física voluntária simples,41
3340,São Vicente,Ofensa à integridade física voluntária simples,10
3342,Valença,Violência doméstica contra cônjuge ou análogos,56
3343,Vila Verde,Violência doméstica contra cônjuge ou análogos,119
3344,Guimarães,Violência doméstica contra cônjuge ou análogos,304
3345,Arouca,Violência doméstica contra cônjuge ou análogos,47
3346,Santo Tirso,Violência doméstica contra cônjuge ou análogos,127
3347,São João da Madeira,Violência doméstica contra cônjuge ou análogos,74
3348,Alcoutim,Crimes contra a identidade cultural e integridade pessoal,0
3349,São Brás de Alportel,Crimes contra a identidade cultural e integridade pessoal,0
3350,Silves,Crimes contra a identidade cultural e integridade pessoal,0
3351,Vila do Bispo,Crimes contra a identidade cultural e integridade pessoal,0
3352,Calheta,Crimes contra a identidade cultural e integridade pessoal,0
3353,Corvo,Crimes contra a identidade cultural e integridade pessoal,0
3354,Lajes das Flores,Crimes contra a identidade cultural e integridade pessoal,0
3356,Monção,Crimes contra a vida em sociedade,94
3357,Alto Minho,Condução sem habilitação legal,236
3358,Ponte da Barca,Condução sem habilitação legal,3
3359,Alter do Chão,Crimes previstos em legislação avulsa,8
3360,Braga,Condução sem habilitação legal,103
3361,Cabeceiras de Basto,Condução sem habilitação legal,0
3362,Guimarães,Condução sem habilitação legal,75
3363,Vieira do Minho,Condução sem habilitação legal,7
3364,Vizela,Condução sem habilitação legal,19
3365,Idanha-a-Nova,Ofensa à integridade física voluntária simples,14
3366,Oleiros,Ofensa à integridade física voluntária simples,0
3367,Moita,Ofensa à integridade física voluntária simples,149
3368,Seixal,Ofensa à integridade física voluntária simples,279
3369,Setúbal,Ofensa à integridade física voluntária simples,273
3370,Vila Franca de Xira,Ofensa à integridade física voluntária simples,234
3371,Barrancos,Ofensa à integridade física voluntária simples,7
3372,Santarém,Ofensa à integridade física voluntária simples,132
3373,Campo Maior,Ofensa à integridade física voluntária simples,35
3374,Oliveira de Frades,Crimes contra a identidade cultural e integridade pessoal,0
3375,Constância,Crimes contra a identidade cultural e integridade pessoal,0
3376,Vizela,Crimes contra o património,177
3377,Vila do Conde,Crimes contra o património,1014
3378,Alto Tâmega,Crimes contra o património,790
3379,Montalegre,Crimes contra o património,93
3380,Santa Marta de Penaguião,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",3
3381,Tarouca,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",22
3382,Vila Nova de Foz Côa,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",16
3383,Miranda do Douro,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",5
3384,Mirandela,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",30
3385,Oeste,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",703
